Country Name,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Korea, Dem. People's Rep.",25329451.0,25451262.0,25575350.0,25698326.0,25817709.0,25931147.0,26037632.0,26136312.0,26232534.0,26328845.0,26418204.0
Portugal,10457295.0,10401062.0,10358076.0,10325452.0,10300300.0,10283822.0,10286263.0,10297081.0,10361831.0,10434332.0,10578174.0
Paraguay,5982445.0,6069811.0,6159103.0,6249126.0,6338660.0,6427382.0,6515058.0,6603739.0,6684182.0,6760464.0,6844146.0
West Bank and Gaza,4076708.0,4173398.0,4270092.0,4367088.0,4454805.0,4569087.0,4685306.0,4803269.0,4922749.0,5043612.0,5165775.0
Pacific island small states,2382931.0,2414338.0,2445989.0,2477794.0,2509999.0,2542009.0,2568656.0,2595522.0,2625493.0,2656049.0,2689224.0
Post-demographic dividend,1087808342.0,1092805112.0,1097599410.0,1102507839.0,1106644744.0,1110512190.0,1113651656.0,1117765361.0,1117015201.0,1117561802.0,1119236161.0
French Polynesia,274728.0,276387.0,277866.0,279178.0,280087.0,279815.0,279034.0,279209.0,279792.0,280378.0,281118.0
Qatar,1916426.0,2151745.0,2344557.0,2477113.0,2545820.0,2580734.0,2638657.0,2794148.0,2504910.0,2657333.0,2656032.0
Romania,19983693.0,19908979.0,19815616.0,19702267.0,19588715.0,19473970.0,19371648.0,19265250.0,19122059.0,19048502.0,19059479.0
Russian Federation,143805638.0,144237223.0,144640716.0,145015460.0,145293260.0,145398106.0,145453291.0,145245148.0,144746762.0,144236933.0,143826130.0
Rwanda,11093340.0,11364757.0,11640022.0,11919183.0,12202060.0,12487996.0,12776103.0,13065837.0,13355260.0,13651030.0,13954471.0
South Asia,1744358673.0,1766896416.0,1788492725.0,1809951345.0,1831474329.0,1852836645.0,1874070006.0,1895144142.0,1914263569.0,1932289074.0,1951539835.0
Saudi Arabia,27624004.0,28309273.0,29816382.0,30954198.0,30977355.0,30196281.0,30063799.0,31552510.0,30784383.0,32175224.0,33264292.0
Sudan,37785849.0,38823318.0,40024431.0,41259892.0,42714306.0,44230596.0,45548175.0,46789231.0,48066924.0,49383346.0,50042791.0
Senegal,13710849.0,14152102.0,14593331.0,15034521.0,15475002.0,15914498.0,16352922.0,16789219.0,17220867.0,17651103.0,18077573.0
Singapore,5399162.0,5469724.0,5535002.0,5607283.0,5612253.0,5638676.0,5703569.0,5685807.0,5453566.0,5637022.0,5917648.0
Solomon Islands,594945.0,616908.0,639415.0,662379.0,685672.0,709101.0,728147.0,744498.0,762591.0,781066.0,800005.0
Sierra Leone,6714051.0,6876385.0,7037655.0,7205328.0,7379299.0,7554563.0,7731991.0,7912558.0,8094602.0,8276807.0,8460512.0
El Salvador,6138839.0,6162955.0,6183676.0,6200800.0,6213533.0,6219807.0,6222318.0,6234673.0,6255782.0,6280319.0,6309624.0
San Marino,33041.0,32655.0,32897.0,33101.0,33825.0,34522.0,34663.0,34770.0,34252.0,33755.0,33860.0
Somalia,12869594.0,13339491.0,13806963.0,14348740.0,14916629.0,15452487.0,16030971.0,16651191.0,17271431.0,17801897.0,18358615.0
Serbia,7166553.0,7131787.0,7095383.0,7058322.0,7020858.0,6982604.0,6945235.0,6899126.0,6834326.0,6664449.0,6623183.0
Sub-Saharan Africa (excluding high income),971142957.0,997869678.0,1025157695.0,1052729467.0,1080845804.0,1109900238.0,1139217993.0,1168916989.0,1198912667.0,1229088695.0,1259782580.0
South Sudan,11166275.0,11235073.0,11107561.0,10830102.0,10259154.0,10122977.0,10423384.0,10698467.0,10865780.0,11021177.0,11483374.0
Sub-Saharan Africa,971232906.0,997961037.0,1025251114.0,1052824144.0,1080941647.0,1109997000.0,1139315618.0,1169015451.0,1199011925.0,1229208573.0,1259902353.0
Small states,18019613.0,18260446.0,18501574.0,18738677.0,19007273.0,19225348.0,19408893.0,19572194.0,19777900.0,20005272.0,20253539.0
Sao Tome and Principe,193148.0,196767.0,200291.0,203689.0,206970.0,210187.0,213392.0,217435.0,221961.0,226305.0,230871.0
Suriname,569020.0,575373.0,581627.0,587757.0,593713.0,599513.0,605768.0,612317.0,617896.0,623164.0,628886.0
Slovak Republic,5413393.0,5418649.0,5423801.0,5430798.0,5439232.0,5446771.0,5454147.0,5458827.0,5447247.0,5431752.0,5426740.0
Slovenia,2059953.0,2061980.0,2063531.0,2065042.0,2066388.0,2073894.0,2088385.0,2102419.0,2108079.0,2112076.0,2120461.0
Sweden,9600379.0,9696110.0,9799186.0,9923085.0,10057698.0,10175214.0,10278887.0,10353442.0,10415811.0,10486941.0,10536632.0
Eswatini,1129990.0,1136299.0,1142813.0,1149507.0,1158195.0,1168929.0,1179874.0,1192729.0,1206593.0,1218917.0,1230506.0
Sint Maarten (Dutch part),35854.0,36672.0,37471.0,38249.0,38996.0,39712.0,40385.0,41008.0,41571.0,42139.0,42749.0
Seychelles,89949.0,91359.0,93419.0,94677.0,95843.0,96762.0,97625.0,98462.0,99258.0,119878.0,119773.0
Syrian Arab Republic,21666917.0,20273659.0,19424618.0,19193834.0,19224668.0,19577845.0,20353534.0,21049429.0,21628839.0,22462173.0,23594623.0
Turks and Caicos Islands,33653.0,35050.0,36605.0,38315.0,39913.0,41559.0,43166.0,44386.0,45243.0,45847.0,46198.0
Chad,13691079.0,14188678.0,14647621.0,15114655.0,15622759.0,16156531.0,16685223.0,17224679.0,17828273.0,18455316.0,19319064.0
East Asia & Pacific (IDA & IBRD countries),1998548872.0,2014960984.0,2030504270.0,2045816761.0,2061449949.0,2074796982.0,2086281644.0,2095759417.0,2102350702.0,2107261123.0,2111139152.0
Europe & Central Asia (IDA & IBRD countries),449310524.0,451696196.5,454002756.5,456330266.5,458504366.5,460515553.5,462573906.0,463913014.5,463790894.0,461440170.5,459025452.0
Togo,7285442.0,7472450.0,7663195.0,7858289.0,8057140.0,8258778.0,8463068.0,8669720.0,8878379.0,9089738.0,9304337.0
Thailand,69845114.0,70216367.0,70540795.0,70859841.0,71160187.0,71376079.0,71522271.0,71641484.0,71727332.0,71735329.0,71702435.0
Tajikistan,8216724.0,8425552.0,8643840.0,8865631.0,9085946.0,9307333.0,9529966.0,9749310.0,9966908.0,10182222.0,10389799.0
Turkmenistan,5939341.0,6075283.0,6215770.0,6360041.0,6507061.0,6655524.0,6803944.0,6949912.0,7092043.0,7230193.0,7364438.0
Latin America & the Caribbean (IDA & IBRD countries),590809938.0,597023419.0,603091701.0,609017063.0,614776664.0,620274430.0,625467307.0,630051021.0,633862610.0,637837815.0,642397939.0
Timor-Leste,1158695.0,1181903.0,1205131.0,1228312.0,1251703.0,1275959.0,1300945.0,1326053.0,1350139.0,1369295.0,1384286.0
Middle East & North Africa (IDA & IBRD countries),366377897.0,373333494.0,379959947.0,386631346.0,393349907.0,400206414.0,407148671.0,413658033.0,420057840.0,427185536.0,434952414.0
Tonga,107078.0,106609.0,106095.0,105524.0,105356.0,105567.0,105669.0,105704.0,105490.0,105042.0,104597.0
South Asia (IDA & IBRD),1744358673.0,1766896416.0,1788492725.0,1809951345.0,1831474329.0,1852836645.0,1874070006.0,1895144142.0,1914263569.0,1932289074.0,1951539835.0
Sub-Saharan Africa (IDA & IBRD countries),971232906.0,997961037.0,1025251114.0,1052824144.0,1080941647.0,1109997000.0,1139315618.0,1169015451.0,1199011925.0,1229208573.0,1259902353.0
Trinidad and Tobago,1340557.0,1345343.0,1349667.0,1353895.0,1356633.0,1359193.0,1363985.0,1366725.0,1367558.0,1365805.0,1367510.0
Tunisia,11141361.0,11274288.0,11402264.0,11528674.0,11650498.0,11765514.0,11875081.0,11974057.0,12048622.0,12119334.0,12200431.0
Turkiye,76147624.0,77181884.0,78218479.0,79277962.0,80312698.0,81407204.0,82579440.0,83384680.0,84147318.0,84979913.0,85325965.0
Tuvalu,11001.0,10984.0,10963.0,10930.0,10869.0,10751.0,10581.0,10399.0,10194.0,9992.0,9816.0
Tanzania,48824128.0,50351512.0,52020962.0,53824013.0,55652890.0,57437145.0,59174891.0,60972798.0,62830412.0,64711821.0,66617606.0
Uganda,35337042.0,36395539.0,37531446.0,38799152.0,40177388.0,41565831.0,42999637.0,44457152.0,45910930.0,47312719.0,48656601.0
Ukraine,46126770.0,45972380.0,45784896.0,45616832.0,45436041.0,45208907.0,44957458.0,44680014.0,44298640.0,41048766.0,37732836.0
Upper middle income,2648822485.0,2672149754.0,2694528031.0,2716145902.0,2738073366.0,2758643432.0,2777172392.0,2792212417.0,2803460465.0,2810662434.0,2816864459.0
Uruguay,3345337.0,3356334.0,3368017.0,3379283.0,3388438.0,3394534.0,3397206.0,3398968.0,3396695.0,3390913.0,3388081.0
United States,316059947.0,318386329.0,320738994.0,323071755.0,325122128.0,326838199.0,328329953.0,331526933.0,332048977.0,333271411.0,334914895.0
Uzbekistan,29724065.0,30222994.0,30749346.0,31284568.0,31819178.0,32373490.0,32964701.0,33586372.0,34243696.0,34938955.0,35652307.0
St. Vincent and the Grenadines,108135.0,107535.0,106960.0,106349.0,105663.0,104926.0,104167.0,103526.0,102841.0,102046.0,101323.0
"Venezuela, RB",29912198.0,30254079.0,30573972.0,30765720.0,30565323.0,29807592.0,28938098.0,28444077.0,28237826.0,28213017.0,28300854.0
British Virgin Islands,31703.0,32962.0,34498.0,33878.0,32699.0,34657.0,36395.0,37135.0,37809.0,38319.0,38985.0
Virgin Islands (U.S.),108041.0,107882.0,107712.0,107516.0,107281.0,107001.0,106669.0,106290.0,105870.0,105413.0,104917.0
Viet Nam,90573104.0,91679578.0,92823254.0,94000117.0,95176977.0,96237319.0,97173776.0,98079191.0,98935098.0,99680655.0,100352192.0
Vanuatu,254482.0,260240.0,266101.0,272087.0,278507.0,285259.0,291985.0,298858.0,305868.0,313046.0,320409.0
World,7265314967.0,7353910926.0,7441471721.0,7528523334.0,7614113552.0,7696494848.0,7776892015.0,7856138790.0,7921184346.0,7989981520.0,8061876001.0
Samoa,198268.0,200037.0,201782.0,203499.0,205415.0,207582.0,209780.0,211944.0,213779.0,215261.0,216663.0
Kosovo,1818119.0,1812788.0,1788274.0,1777568.0,1791019.0,1797086.0,1788891.0,1790152.0,1786080.0,1768096.0,1756366.0
"Yemen, Rep.",29312952.0,30226309.0,31159379.0,32109010.0,33090921.0,34085182.0,35111408.0,36134863.0,37140230.0,38222876.0,39390799.0
South Africa,54678791.0,55594838.0,56723537.0,57259551.0,57635162.0,58613001.0,59587885.0,60562381.0,61502603.0,62378410.0,63212384.0
Zambia,15398997.0,15895315.0,16399089.0,16914423.0,17441320.0,17973569.0,18513839.0,19059395.0,19603607.0,20152938.0,20723965.0
Zimbabwe,14013808.0,14207359.0,14399013.0,14600294.0,14812482.0,15034452.0,15271368.0,15526888.0,15797210.0,16069056.0,16340822.0
